,timestamp,value
298,2025-06-01 22:54:00,67.4
299,2025-06-01 19:22:00,16.8
300,2025-06-01 01:31:00,93.5
301,2025-06-01 09:16:00,46.1
302,2025-06-01 09:56:00,71.8
304,2025-06-01 11:15:00,24.5
305,2025-06-01 19:34:00,0.1
306,2025-06-01 01:47:00,38.3
307,2025-06-01 16:31:00,49.9
308,2025-06-01 12:02:00,62.5
309,2025-06-01 20:11:00,26.5
310,2025-06-01 16:26:00,31.6
311,2025-06-01 10:46:00,75
312,2025-06-01 14:12:00,43.5
314,2025-06-01 21:29:00,15.9
315,2025-06-01 15:55:00,17
316,2025-06-01 11:17:00,19.5
317,2025-06-01 13:59:00,61.5
318,2025-06-01 21:29:00,21
319,2025-06-01 12:26:00,11.4
320,2025-06-01 17:26:00,17.3
321,2025-06-01 20:50:00,47.3
322,2025-06-01 21:41:00,83.2
323,2025-06-01 12:18:00,22
324,2025-06-01 17:46:00,58.7
325,2025-06-01 10:57:00,66
326,2025-06-01 16:13:00,25.2
327,2025-06-01 02:24:00,76.6
328,2025-06-01 14:25:00,95.1
329,2025-06-01 06:23:00,72.4
330,2025-06-01 02:15:00,28.8
331,2025-06-01 20:56:00,29.2
332,2025-06-01 12:27:00,15
335,2025-06-01 22:09:00,62.4
337,2025-06-01 14:44:00,60.3
338,2025-06-01 12:14:00,34.8
340,2025-06-01 12:03:00,89.3
341,2025-06-01 05:33:00,60.9
342,2025-06-01 13:59:00,48.8
343,2025-06-01 06:13:00,69.2
344,2025-06-01 16:17:00,70.6
345,2025-06-01 09:21:00,56.3
346,2025-06-01 08:26:00,29.5
347,2025-06-01 20:08:00,62.2
348,2025-06-01 02:16:00,1.8
349,2025-06-01 19:54:00,13.4
350,2025-06-01 03:33:00,22.5
352,2025-06-01 11:28:00,40.1
354,2025-06-01 06:21:00,57.1
355,2025-06-01 22:06:00,36.2
356,2025-06-01 17:07:00,72.9
357,2025-06-01 04:15:00,70.9
358,2025-06-01 22:35:00,35.7
359,2025-06-01 16:51:00,23.9
360,2025-06-01 19:53:00,17.6
361,2025-06-01 08:09:00,58.7
362,2025-06-01 16:13:00,70.4
363,2025-06-01 08:05:00,54.6
364,2025-06-01 15:41:00,62.1
365,2025-06-01 00:30:00,68.9
366,2025-06-01 23:54:00,83
367,2025-06-01 09:06:00,84.4
368,2025-06-01 22:14:00,94.7
369,2025-06-01 11:32:00,91.2
370,2025-06-01 06:22:00,56.4
371,2025-06-01 16:13:00,65.4
372,2025-06-01 16:32:00,0.2
373,2025-06-01 00:18:00,97.1
374,2025-06-01 04:56:00,73.1
375,2025-06-01 14:38:00,79.7
377,2025-06-01 03:17:00,62
378,2025-06-01 23:26:00,54.5
379,2025-06-01 06:37:00,71.4
380,2025-06-01 08:47:00,83.1
381,2025-06-01 11:08:00,28.1
383,2025-06-01 03:31:00,48.9
384,2025-06-01 08:13:00,2.5
385,2025-06-01 22:40:00,95.7
386,2025-06-01 18:49:00,1.2
387,2025-06-01 19:05:00,69.2
389,2025-06-01 02:40:00,29.4
390,2025-06-01 00:58:00,47.1
391,2025-06-01 06:45:00,85.8
392,2025-06-01 05:55:00,57
393,2025-06-01 15:45:00,73.2
394,2025-06-01 12:24:00,96.9
395,2025-06-01 15:00:00,61.4
396,2025-06-01 12:06:00,20.2
397,2025-06-01 00:34:00,11.1
398,2025-06-01 18:11:00,24.7
399,2025-06-01 08:01:00,10.5
400,2025-06-01 22:22:00,91.7
401,2025-06-01 10:56:00,36.9
404,2025-06-01 00:09:00,26.5
405,2025-06-01 01:54:00,60.8
406,2025-06-01 05:33:00,59
407,2025-06-01 20:12:00,41.1
408,2025-06-01 01:44:00,68.3
409,2025-06-01 09:08:00,71.4
411,2025-06-01 23:29:00,91.8
412,2025-06-01 09:16:00,16.3
413,2025-06-01 02:29:00,71.1
414,2025-06-01 01:55:00,25.2
415,2025-06-01 15:26:00,81.1
416,2025-06-01 06:31:00,57.4
417,2025-06-01 10:49:00,13.5
420,2025-06-01 22:05:00,42.6
421,2025-06-01 20:43:00,70.2
422,2025-06-01 22:51:00,11.3
423,2025-06-01 00:53:00,15.7
424,2025-06-01 15:24:00,95.6
425,2025-06-01 12:13:00,91.2
427,2025-06-01 12:16:00,42.2
428,2025-06-01 11:14:00,21.6
429,2025-06-01 13:38:00,48.6
430,2025-06-01 20:37:00,75
431,2025-06-01 15:18:00,50.3
432,2025-06-01 08:24:00,32.4
433,2025-06-01 02:54:00,26.1
434,2025-06-01 00:02:00,49.6
435,2025-06-01 12:05:00,6.7
436,2025-06-01 22:02:00,35.5
437,2025-06-01 16:31:00,12
438,2025-06-01 00:43:00,46.9
439,2025-06-01 15:48:00,85.2
440,2025-06-01 19:54:00,50.5
441,2025-06-01 09:19:00,83.4
442,2025-06-01 06:22:00,77.3
443,2025-06-01 05:21:00,89.8
444,2025-06-01 08:28:00,95.7
445,2025-06-01 01:45:00,78.9
446,2025-06-01 07:26:00,38.7
447,2025-06-01 18:09:00,54.1
449,2025-06-01 21:55:00,78
450,2025-06-01 02:20:00,61.5
451,2025-06-01 19:34:00,55.1
452,2025-06-01 04:23:00,44.1
453,2025-06-01 14:20:00,99.7
455,2025-06-01 16:14:00,48
456,2025-06-01 03:06:00,65.1
457,2025-06-01 08:11:00,54.1
458,2025-06-01 07:46:00,64.6
459,2025-06-01 03:58:00,64.8
461,2025-06-01 17:56:00,96.9
462,2025-06-01 12:36:00,95.5
463,2025-06-01 14:06:00,56.3
464,2025-06-01 15:31:00,74.4
466,2025-06-01 23:59:00,25.6
467,2025-06-01 09:17:00,52.9
469,2025-06-01 04:56:00,24.3
470,2025-06-01 09:41:00,18.2
471,2025-06-01 13:50:00,86.8
472,2025-06-01 09:53:00,65.9
473,2025-06-01 01:04:00,81.8
474,2025-06-01 05:36:00,43.8
476,2025-06-01 00:47:00,56.7
480,2025-06-01 09:06:00,3.2
481,2025-06-01 19:56:00,78.9
482,2025-06-01 20:16:00,57.2
483,2025-06-01 14:38:00,32.3
484,2025-06-01 09:15:00,7.4
485,2025-06-01 09:23:00,76.1
486,2025-06-01 00:42:00,21.6
487,2025-06-01 12:59:00,20.9
489,2025-06-01 03:00:00,27.9
490,2025-06-01 06:40:00,56.2
491,2025-06-01 03:42:00,20.5
492,2025-06-01 15:44:00,23.3
494,2025-06-01 00:10:00,99.7
495,2025-06-01 11:09:00,88.1
496,2025-06-01 07:43:00,99
497,2025-06-01 12:36:00,51.1
498,2025-06-01 07:24:00,44
499,2025-06-01 13:08:00,91
500,2025-06-01 08:16:00,72.5
501,2025-06-01 19:49:00,80.2
503,2025-06-01 16:11:00,20.8
504,2025-06-01 07:38:00,53
505,2025-06-01 22:39:00,94.7
508,2025-06-01 08:11:00,49.8
509,2025-06-01 13:41:00,28.6
510,2025-06-01 03:56:00,50.2
511,2025-06-01 01:33:00,74.8
512,2025-06-01 14:38:00,7.9
513,2025-06-01 09:56:00,23.6
514,2025-06-01 04:31:00,75.5
515,2025-06-01 13:29:00,90.3
516,2025-06-01 19:51:00,58.7
518,2025-06-01 08:36:00,79.4
519,2025-06-01 19:12:00,8.8
520,2025-06-01 13:55:00,19.7
521,2025-06-01 07:40:00,73.3
522,2025-06-01 06:46:00,28.1
523,2025-06-01 06:38:00,31.3
524,2025-06-01 07:00:00,19.4
525,2025-06-01 03:32:00,24.4
526,2025-06-01 07:43:00,20.7
529,2025-06-01 22:44:00,93.2
530,2025-06-01 07:20:00,38.3
531,2025-06-01 22:35:00,93.5
532,2025-06-01 10:21:00,62.7
533,2025-06-01 05:39:00,73.5
534,2025-06-01 20:04:00,34.6
535,2025-06-01 17:58:00,66.9
537,2025-06-01 11:56:00,0.7
539,2025-06-01 12:34:00,81.6
540,2025-06-01 18:32:00,32.3
541,2025-06-01 03:35:00,78.7
544,2025-06-01 07:34:00,60.7
545,2025-06-01 15:48:00,95.9
547,2025-06-01 08:20:00,36.8
548,2025-06-01 18:43:00,39.6
550,2025-06-01 06:58:00,11.2
551,2025-06-01 07:26:00,46
552,2025-06-01 15:37:00,66.9
553,2025-06-01 21:22:00,64.3
555,2025-06-01 22:04:00,18.4
556,2025-06-01 19:18:00,94.2
557,2025-06-01 16:42:00,43.9
559,2025-06-01 13:47:00,94.8
560,2025-06-01 04:16:00,26.4
561,2025-06-01 12:55:00,70
562,2025-06-01 09:47:00,19.5
563,2025-06-01 05:02:00,21.9
564,2025-06-01 03:42:00,92.9
565,2025-06-01 17:21:00,2.7
566,2025-06-01 01:24:00,79
567,2025-06-01 16:15:00,89.4
568,2025-06-01 08:37:00,1.3
569,2025-06-01 23:25:00,38.4
570,2025-06-01 00:56:00,73.9
571,2025-06-01 00:34:00,3.1
572,2025-06-01 10:32:00,47.4
573,2025-06-01 03:43:00,51.1
574,2025-06-01 05:17:00,89.9
575,2025-06-01 12:26:00,52
576,2025-06-01 16:51:00,24.3
577,2025-06-01 00:38:00,74.2
578,2025-06-01 04:14:00,53.2
579,2025-06-01 11:42:00,40.8
580,2025-06-01 17:13:00,46.9
581,2025-06-01 14:04:00,79.1
582,2025-06-01 06:33:00,8.7
584,2025-06-01 08:49:00,77.4
585,2025-06-01 16:02:00,33.1
586,2025-06-01 16:43:00,31.9
587,2025-06-01 10:37:00,90
589,2025-06-01 14:53:00,12
591,2025-06-01 21:07:00,57.1
592,2025-06-01 06:40:00,12
593,2025-06-01 08:38:00,82.4
594,2025-06-01 10:01:00,48.4
595,2025-06-01 16:25:00,14.5
596,2025-06-01 00:19:00,68
597,2025-06-01 04:35:00,86.2
598,2025-06-01 06:58:00,1.5
599,2025-06-01 18:09:00,91.8
600,2025-06-01 23:40:00,4.3
601,2025-06-01 16:08:00,4.6
602,2025-06-01 23:50:00,84.5
603,2025-06-01 10:42:00,33.3
604,2025-06-01 16:20:00,87.4
605,2025-06-01 21:41:00,87.8
608,2025-06-01 08:40:00,83.8
609,2025-06-01 05:48:00,13.8
610,2025-06-01 23:39:00,89.5
611,2025-06-01 04:08:00,6.9
612,2025-06-01 09:04:00,87.4
613,2025-06-01 10:01:00,15.5
614,2025-06-01 22:53:00,6.8
615,2025-06-01 06:39:00,40.9
616,2025-06-01 19:12:00,21.2
617,2025-06-01 12:32:00,53.8
618,2025-06-01 23:42:00,29.8
619,2025-06-01 22:39:00,5.8
620,2025-06-01 05:55:00,50.3
622,2025-06-01 00:55:00,69.8
623,2025-06-01 17:08:00,57.6
624,2025-06-01 23:51:00,4.7
625,2025-06-01 01:53:00,82.5
626,2025-06-01 15:31:00,96
627,2025-06-01 10:17:00,37.7
628,2025-06-01 10:56:00,16.9
630,2025-06-01 04:06:00,49.2
631,2025-06-01 02:46:00,28.1
633,2025-06-01 21:38:00,30.1
634,2025-06-01 19:17:00,72.5
636,2025-06-01 05:57:00,31.5
638,2025-06-01 09:33:00,40.1
642,2025-06-01 04:35:00,12.5
644,2025-06-01 07:34:00,6.8
645,2025-06-01 23:52:00,69.2
646,2025-06-01 14:24:00,43.8
647,2025-06-01 14:59:00,30.1
648,2025-06-01 11:06:00,43.8
649,2025-06-01 13:02:00,94
651,2025-06-01 17:31:00,21.6
652,2025-06-01 02:38:00,98.2
653,2025-06-01 20:55:00,54.7
654,2025-06-01 15:25:00,14.9
655,2025-06-01 21:21:00,96.9
656,2025-06-01 09:45:00,7.1
657,2025-06-01 00:37:00,60.2
658,2025-06-01 18:56:00,68.9
659,2025-06-01 21:44:00,14.1
661,2025-06-01 00:58:00,0.8
662,2025-06-01 20:27:00,58.5
663,2025-06-01 12:23:00,20.6
664,2025-06-01 06:33:00,32.2
666,2025-06-01 19:08:00,16.7
667,2025-06-01 22:10:00,1.6
668,2025-06-01 15:16:00,19
670,2025-06-01 21:49:00,53.7
671,2025-06-01 21:20:00,24.2
672,2025-06-01 19:23:00,93.4
673,2025-06-01 04:24:00,94.6
674,2025-06-01 03:07:00,44.9
675,2025-06-01 21:42:00,67.6
676,2025-06-01 18:39:00,54.3
677,2025-06-01 04:11:00,75.3
678,2025-06-01 00:29:00,67.5
679,2025-06-01 21:07:00,27
680,2025-06-01 22:16:00,80.9
681,2025-06-01 16:07:00,92.7
682,2025-06-01 12:13:00,25.4
683,2025-06-01 08:52:00,63
684,2025-06-01 14:30:00,31.9
685,2025-06-01 15:32:00,42.3
686,2025-06-01 22:00:00,71.1
687,2025-06-01 00:13:00,5.9
688,2025-06-01 15:07:00,27
689,2025-06-01 21:37:00,58.8
690,2025-06-01 09:45:00,71
691,2025-06-01 21:29:00,2.5
693,2025-06-01 05:13:00,53.9
694,2025-06-01 00:10:00,14.8
696,2025-06-01 11:24:00,57.5
697,2025-06-01 02:20:00,33.1
698,2025-06-01 12:16:00,77.4
699,2025-06-01 03:30:00,39.8
700,2025-06-01 15:44:00,77
701,2025-06-01 07:28:00,73.2
702,2025-06-01 14:36:00,72.5
703,2025-06-01 11:17:00,43.2
704,2025-06-01 14:46:00,39
705,2025-06-01 00:17:00,3.3
707,2025-06-01 20:07:00,69
710,2025-06-01 09:14:00,44.8
711,2025-06-01 03:56:00,12.3
712,2025-06-01 11:17:00,34.1
713,2025-06-01 01:05:00,71.4
714,2025-06-01 09:16:00,33.6
715,2025-06-01 06:57:00,92.6
716,2025-06-01 23:16:00,80.5
717,2025-06-01 10:03:00,96.9
719,2025-06-01 06:21:00,95.1
720,2025-06-01 22:33:00,31.1
721,2025-06-01 12:02:00,45.4
722,2025-06-01 12:23:00,21.8
723,2025-06-01 22:21:00,93.2
724,2025-06-01 17:22:00,96.5
725,2025-06-01 12:51:00,31
726,2025-06-01 13:53:00,32.3
727,2025-06-01 20:13:00,84.2
729,2025-06-01 15:41:00,1.4
730,2025-06-01 13:18:00,26.5
731,2025-06-01 15:17:00,28.7
732,2025-06-01 20:03:00,54.3
733,2025-06-01 10:28:00,39
736,2025-06-01 00:39:00,36.2
737,2025-06-01 01:06:00,87.5
739,2025-06-01 20:57:00,20.4
740,2025-06-01 00:35:00,80.4
741,2025-06-01 16:51:00,14.1
742,2025-06-01 08:07:00,24.5
743,2025-06-01 16:53:00,72.7
744,2025-06-01 09:28:00,65.6
745,2025-06-01 22:20:00,54.5
746,2025-06-01 02:07:00,93.4
747,2025-06-01 06:03:00,38.3
748,2025-06-01 22:00:00,26.9
749,2025-06-01 13:55:00,14.6
750,2025-06-01 11:05:00,38.2
751,2025-06-01 07:07:00,3.8
752,2025-06-01 18:18:00,82.9
753,2025-06-01 07:11:00,25.2
754,2025-06-01 23:02:00,43.5
755,2025-06-01 18:20:00,96.4
756,2025-06-01 04:20:00,13
757,2025-06-01 18:29:00,28.4
758,2025-06-01 01:25:00,72.6
759,2025-06-01 22:45:00,54.4
760,2025-06-01 22:19:00,46.3
761,2025-06-01 09:35:00,60.9
762,2025-06-01 15:59:00,84.6
763,2025-06-01 07:26:00,39.9
764,2025-06-01 15:03:00,50.7
765,2025-06-01 16:03:00,75.8
766,2025-06-01 15:49:00,83.9
767,2025-06-01 01:56:00,30
768,2025-06-01 21:54:00,60.9
769,2025-06-01 22:00:00,49.6
770,2025-06-01 15:12:00,76.8
771,2025-06-01 02:05:00,12.7
772,2025-06-01 19:49:00,74.7
773,2025-06-01 03:28:00,43.5
774,2025-06-01 03:20:00,47.1
776,2025-06-01 05:10:00,96.6
777,2025-06-01 04:42:00,53.1
778,2025-06-01 04:52:00,42.6
779,2025-06-01 10:55:00,75.3
781,2025-06-01 03:04:00,63.3
782,2025-06-01 22:35:00,37.4
783,2025-06-01 20:04:00,74.2
784,2025-06-01 10:31:00,74.8
785,2025-06-01 08:09:00,54.3
786,2025-06-01 03:10:00,71.3
787,2025-06-01 01:25:00,96.1
789,2025-06-01 11:12:00,84.5
790,2025-06-01 21:30:00,95
791,2025-06-01 06:40:00,57.9
792,2025-06-01 20:46:00,25
793,2025-06-01 04:31:00,2.4
794,2025-06-01 00:48:00,24.2
795,2025-06-01 17:57:00,73.1
796,2025-06-01 13:41:00,3.5
797,2025-06-01 02:33:00,20.1
800,2025-06-01 00:27:00,0.5
801,2025-06-01 02:23:00,63.5
802,2025-06-01 08:30:00,58.5
803,2025-06-01 20:15:00,59
804,2025-06-01 10:51:00,98.5
805,2025-06-01 20:21:00,2.7
806,2025-06-01 23:53:00,1.7
807,2025-06-01 19:01:00,89.7
808,2025-06-01 17:43:00,45.4
810,2025-06-01 19:08:00,68.2
811,2025-06-01 07:14:00,74.2
812,2025-06-01 11:11:00,2
813,2025-06-01 01:43:00,94.8
814,2025-06-01 09:22:00,48.4
815,2025-06-01 18:15:00,28.2
817,2025-06-01 23:03:00,9.4
818,2025-06-01 07:51:00,36.2
820,2025-06-01 21:50:00,72.7
821,2025-06-01 14:23:00,7.3
822,2025-06-01 20:20:00,13.8
824,2025-06-01 07:19:00,33.9
825,2025-06-01 02:52:00,66.4
826,2025-06-01 17:13:00,51
827,2025-06-01 03:09:00,25.6
828,2025-06-01 21:52:00,95.9
829,2025-06-01 02:34:00,77.7
830,2025-06-01 00:56:00,37.7
831,2025-06-01 19:51:00,99.3
832,2025-06-01 18:32:00,28.7
834,2025-06-01 06:14:00,75.4
835,2025-06-01 08:04:00,91.7
836,2025-06-01 05:49:00,80.3
837,2025-06-01 09:34:00,15.3
838,2025-06-01 21:23:00,35.7
839,2025-06-01 20:35:00,57.8
840,2025-06-01 17:25:00,23.8
841,2025-06-01 16:04:00,70.4
842,2025-06-01 02:39:00,44.5
843,2025-06-01 19:42:00,79.2
844,2025-06-01 10:13:00,71.4
846,2025-06-01 15:40:00,87.6
847,2025-06-01 08:37:00,34.7
848,2025-06-01 09:43:00,77.7
849,2025-06-01 17:32:00,85.9
850,2025-06-01 04:16:00,77.7
851,2025-06-01 17:09:00,9.2
852,2025-06-01 19:50:00,80.8
853,2025-06-01 21:40:00,95.7
854,2025-06-01 15:00:00,79.7
855,2025-06-01 18:03:00,28.6
856,2025-06-01 13:11:00,85.1
857,2025-06-01 08:08:00,34.3
858,2025-06-01 14:12:00,39
859,2025-06-01 16:42:00,14.6
860,2025-06-01 22:03:00,57.9
861,2025-06-01 00:25:00,52.4
862,2025-06-01 10:18:00,57.9
863,2025-06-01 12:57:00,19.2
864,2025-06-01 09:53:00,5.1
865,2025-06-01 02:13:00,69
866,2025-06-01 08:02:00,51.8
867,2025-06-01 23:27:00,51
868,2025-06-01 05:33:00,96.4
869,2025-06-01 13:35:00,4.9
870,2025-06-01 17:55:00,67.1
871,2025-06-01 12:32:00,5.8
872,2025-06-01 09:39:00,17.9
